번호,학년/가진급학년,교과과정,교과영역구분,학수강좌번호,교과목명,교원명,수업캠퍼스,요일/시간,강의실,학점,이론,실습,공학설계,강의계획서,교과목해설,강의유형,강의종류,혁신교과목구분,원어강의,강평결과,이수구분,강의미리보기,개설대학,개설학과/전공,집중이수학기구분,비고,교과목영문명,
1061,1학년,전공,기초,BME2012-01,의생명공학개론,양승훈,일산,"월1.0-2.0/09:00-10:30,수1.0-2.0/09:00-10:30","1104-230(상영바이오관 230 허담 강의실),1104-230(상영바이오관 230 허담 강의실)",3,3,0,,더블클릭,더블클릭,이론,팀티칭,,,,전공,,바이오시스템대학,바이오시스템대학 의생명공학과,,팀티칭,Introduction to Biomedical Engineering,
1062,"1,2학년",전공,기초,BME2023-01,인체생리학개론및실험,양승훈,일산,"화5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00,금1.5-2.0/09:30-10:30","1104-201(상영바이오관 201 대학원강의실),1104-201(상영바이오관 201 대학원강의실),1104-201(상영바이오관 201 대학원강의실)",3,2,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,바이오시스템대학,바이오시스템대학 의생명공학과,,24명제한,Human Physiology & Lab,
1063,"1,2학년",전공,기초,BME2026-01,유기화학1,권영은,일산,"월2.5-3.5/10:30-12:00,수2.5-3.5/10:30-12:00","1104-230(상영바이오관 230 허담 강의실),1104-230(상영바이오관 230 허담 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,바이오시스템대학,바이오시스템대학 의생명공학과,,"영어강의,40명제한",Advanced Organic Chemistry1,
1064,"1,2학년",전공,기초,BME2029-01,바이오메디컬프로그래밍1,정종섭,일산,월5.5-9.0/13:30-17:30,1104-151(상영바이오관  컴퓨터실),3,2,2,,더블클릭,더블클릭,이론+실습,외국어강의,,영어,,전공,,바이오시스템대학,바이오시스템대학 의생명공학과,,"영어강의,14명제한",Biomedical Programming 1,
1065,"1,2학년",전공,기초,BME2033-01,기초의용전자실험,김성민,일산,화7.0-10.5/15:00-18:50,1104-253(상영바이오관 253 의생명공학과 전공 실습실),3,2,2,,더블클릭,더블클릭,이론+실습,외국어강의,,영어,,전공,,바이오시스템대학,바이오시스템대학 의생명공학과,,"영어강의,25명제한",Fundamental biomedical electronics,
1066,"1,2학년",전공,기초,BME2034-01,바이오메디컬센서공학,김진식,일산,"월4.0-5.0/12:00-13:30,수4.0-5.0/12:00-13:30","1102-219(종합강의동 219 강의실),1102-219(종합강의동 219 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,바이오시스템대학,바이오시스템대학 의생명공학과,,영어강의 영어강의,MEMS and Sensor Engineering,
1067,"1,2학년",전공,기초,BUA2001-01,기초불교미술1,이수예,서울,"월2.0-3.5/10:00-12:00,화6.0-7.5/14:00-16:00","102-154(학술/문화관  불교미술1 실기실),102-154(학술/문화관  불교미술1 실기실)",2,0,4,,더블클릭,더블클릭,실습,일반강의,,,,전공,,예술대학,예술대학 미술학부 불교미술전공,,,Fundamental Buddhist Art I,
1068,"1,2학년",전공,기초,BUA2018-01,불교회화실습1,김성희,서울,"월5.0-6.5/13:00-15:00,금5.0-6.5/13:00-15:00","102-263(학술/문화관  불교미술2 실습실),102-263(학술/문화관  불교미술2 실습실)",2,0,4,,더블클릭,더블클릭,실습,팀티칭,,,,전공,,예술대학,예술대학 미술학부 불교미술전공,,팀티칭,Buddhist Painting 1,
1069,"1,2학년",전공,기초,BUA2020-01,단청개론과실습,황대곤,서울,월2.0-4.5/10:00-13:00,102-263(학술/문화관  불교미술2 실습실),2,0,3,,더블클릭,더블클릭,실습,일반강의,,,,전공,,예술대학,예술대학 미술학부 불교미술전공,,수강인원 20명 제한,Introduction to Danchung,
1070,"1,2학년",전공,기초,CAW2002-01,상담학개론,김동훈,서울,목11.0-13.5/18:50-21:30,102-342(학술/문화관 K342 342 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,미래융합대학,미래융합대학 사회복지상담학과,,"재직자전형전용, 40명 인원제한",Introduction to Counseling,
1071,"1,2학년",전공,기초,CAW2005-01,사회문제론,최상미,서울,수11.0-13.5/18:50-21:30,102-344(학술/문화관 K344 344 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,미래융합대학,미래융합대학 사회복지상담학과,,"재직자전형전용, 40명 인원제한",Social Problems,
1072,"1,2학년",전공,기초,CAW2012-01,사회복지와인권,이해님,서울,화11.0-13.5/18:50-21:30,102-344(학술/문화관 K344 344 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,미래융합대학,미래융합대학 사회복지상담학과,,"재직자전형전용, 40명 인원제한",Human Rights and Social Wefare capstone design,
1073,"1,2학년",전공,기초,CAW2013-01,사회복지와문화다양성,조자영,서울,토2.0-3.5/10:00-12:00,201-226(사회과학/경영관 M216 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,미래융합대학,미래융합대학 사회복지상담학과,,"블렌디드러닝, 재직자전형전용, 40명 인원제한",Multicultural Social Work,
1074,"1,2학년",전공,기초,CAW2014-01,사회복지실천론,이해님,서울,목11.0-13.5/18:50-21:30,102-357(학술/문화관 K357 357 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의, 에듀테크러닝,,,전공,,미래융합대학,미래융합대학 사회복지상담학과,,"에듀테크러닝(혁신교수법-hybrid 수업), 재직자전형전용, 40명 인원제한",Theories of Social Work Practice,
1075,"1,2학년",전공,기초,CEN2018-01,공업물리화학,김교범,서울,"월1.0-2.0/09:00-10:30,수1.0-2.0/09:00-10:30","405-250(원흥관 1,3 E250 강의실),405-250(원흥관 1,3 E250 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 화공생물공학과,,,Industrial Physical Chemistry,
1076,"1,2학년",전공,기초,CEN2018-02,공업물리화학,박명철,서울,"월4.0-5.0/12:00-13:30,금4.0-5.0/12:00-13:30","405-250(원흥관 1,3 E250 강의실),405-250(원흥관 1,3 E250 강의실)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 화공생물공학과,,40명인원제한,Industrial Physical Chemistry,
1077,"1,2학년",전공,기초,CEN2022-01,화공양론,원기훈,서울,"화8.5-9.5/16:30-18:00,목7.0-8.0/15:00-16:30","405-347(원흥관 1,3 E347 강의실_스마트),405-347(원흥관 1,3 E347 강의실_스마트)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,전필,,공과대학,공과대학 화공생물공학과,,,Chemical Process Calculation,
1078,"1,2학년",전공,기초,CEN2022-02,화공양론,강택진,서울,"월5.5-6.5/13:30-15:00,수7.0-8.0/15:00-16:30","405-650(원흥관 1,3 E650 강의실_스마트),405-650(원흥관 1,3 E650 강의실_스마트)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의, 플립드러닝,,,전필,,공과대학,공과대학 화공생물공학과,,혁신교수법(플립드러닝),Chemical Process Calculation,
1079,"1,2학년",전공,기초,CEN2026-01,재료공학,한정인,서울,"월2.5-3.5/10:30-12:00,수2.5-3.5/10:30-12:00","405-650(원흥관 1,3 E650 강의실_스마트),405-650(원흥관 1,3 E650 강의실_스마트)",3,3,0, 0.0,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,공과대학,공과대학 화공생물공학과,,영어강의,Material Engineering,
1080,"1,2학년",전공,기초,CEN2028-01,응용미생물학,원기훈,서울,"월7.0-8.0/15:00-16:30,수5.5-6.5/13:30-15:00","405-347(원흥관 1,3 E347 강의실_스마트),405-347(원흥관 1,3 E347 강의실_스마트)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 화공생물공학과,,,Allied Health Microbiology,
1081,"1,2학년",전공,기초,CEN2030-01,공업유기화학1,박상권,서울,"화2.5-3.5/10:30-12:00,목2.5-3.5/10:30-12:00","405-650(원흥관 1,3 E650 강의실_스마트),405-650(원흥관 1,3 E650 강의실_스마트)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 화공생물공학과,,,Industrial Organic Chemistry1,
1082,"1,2학년",전공,기초,CEN2030-02,공업유기화학1,박상권,서울,"목5.5-6.5/13:30-15:00,금7.0-8.0/15:00-16:30","405-650(원흥관 1,3 E650 강의실_스마트),405-650(원흥관 1,3 E650 강의실_스마트)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 화공생물공학과,,,Industrial Organic Chemistry1,
1083,"1,2학년",전공,기초,CEN2032-01,화공생물공학개론,강택진,서울,수8.5-9.0/16:30-17:30,"405-347(원흥관 1,3 E347 강의실_스마트)",1,1,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 화공생물공학과,,1학년만 수강가능,Introduction to Chemical and Biochemical Engineering,
1084,"1,2학년",전공,기초,CHE2001-01,분석화학1,차상원,서울,"월5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00","307-333(명진관 A333 강의실),307-333(명진관 A333 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,이과대학,이과대학 화학과,,수강정원 50명,Analytical Chemistry I,
1085,"1,2학년",전공,기초,CHE2003-01,유기및분석화학실험1,공영대,서울,월7.0-12.5/15:00-20:30,308-440(과학관  유기화학실험실),3,0,6,,더블클릭,더블클릭,실습,팀티칭,,,,전공,,이과대학,이과대학 화학과,,"팀티칭, 수강정원 20명",Experiments in Organic and Analytical Chemistry 1,
1086,"1,2학년",전공,기초,CHE2003-02,유기및분석화학실험1,차상원,서울,화7.0-12.5/15:00-20:30,308-440(과학관  유기화학실험실),3,0,6,,더블클릭,더블클릭,실습,팀티칭,,,,전공,,이과대학,이과대학 화학과,,"팀티칭, 수강정원 20명",Experiments in Organic and Analytical Chemistry 1,
1087,"1,2학년",전공,기초,CHE2005-01,유기화합물의결합및구조,진정욱,서울,"월4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","407-B122(정보문화관P P205 강의실),407-B122(정보문화관P P205 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,이과대학,이과대학 화학과,,수강정원 40명,Bonding and Structure of Organic Compounds,
1088,"1,2학년",전공,기초,CHE2006-01,물리화학1,최중철,서울,"월2.5-3.5/10:30-12:00,수2.5-3.5/10:30-12:00","307-350(명진관 A350 강의실_스마트),307-350(명진관 A350 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,이과대학,이과대학 화학과,,수강정원 50명,Physical Chemistry I,
1089,"1,2학년",전공,기초,CHI2007-01,중국고전문학사,주기평,서울,월8.5-11.0/16:30-19:15,307-213(명진관 A213 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 중어중문학과,,,Ancient Chinese Literature,
1090,"1,2학년",전공,기초,CHI2014-01,집중중국어,서미령,서울,"월7.0-8.0/15:00-16:30,수7.0-8.0/15:00-16:30","307-115(명진관 A115 강의실_스마트),307-115(명진관 A115 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,중국어,,전공,,문과대학,문과대학 중어중문학과,,중국어강의,Intensive Chinese,
1091,"1,2학년",전공,기초,CHI2016-01,중국현대문학사,김양수,서울,"화2.5-3.5/10:30-12:00,목2.5-3.5/10:30-12:00","307-333(명진관 A333 강의실),307-333(명진관 A333 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 중어중문학과,,,History of Modern Chinese Literature,
1092,"1,2학년",전공,기초,CHI2034-01,전공중국어1,박석홍,서울,"월5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00","307-309(명진관 A309 강의실),307-309(명진관 A309 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의, 엑티브러닝,,,전공,,문과대학,문과대학 중어중문학과,,혁신교수법(액티브러닝),Chinese Conversation for majors 1,
1093,"1,2학년",전공,기초,CHI2034-02,전공중국어1,최려홍,서울,"월5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00","307-115(명진관 A115 강의실_스마트),307-115(명진관 A115 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 중어중문학과,,,Chinese Conversation for majors 1,
1094,"1,2학년",전공,기초,CHI2034-03,전공중국어1,최병선,서울,"월5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00","207-339(혜화관 339 339 강의실),207-339(혜화관 339 339 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,중국어,,전공,,문과대학,문과대학 중어중문학과,,중국어강의,Chinese Conversation for majors 1,
1095,"1,2학년",전공,기초,CHI2036-01,중국어어휘와문화,한용수,서울,"월2.5-3.5/10:30-12:00,수2.5-3.5/10:30-12:00","307-115(명진관 A115 강의실_스마트),307-115(명진관 A115 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 중어중문학과,,,Chinese Vocabulary and Culture,
1096,"1,2학년",전공,기초,CHI2040-01,중국산문의 현대적이해,이연,서울,"월4.0-5.0/12:00-13:30,수4.0-5.0/12:00-13:30","207-514(혜화관 514 514 강의실),207-514(혜화관 514 514 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 중어중문학과,,,Modern understanding of Chinese Prose,
1097,"1,2학년",전공,기초,CHI2042-01,인문융합의 동아시아과학철학,박은석,서울,"화8.5-9.5/16:30-18:00,목8.5-9.5/16:30-18:00","307-115(명진관 A115 강의실_스마트),307-115(명진관 A115 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 중어중문학과,,,Meta-Scientific Studies on East Asian Thoughts as a Humanity Integration ,
1098,2학년,전공,기초,CIV2005-01,응용역학,이지호,서울,"월7.0-8.0/15:00-16:30,수7.0-8.0/15:00-16:30","405-550(원흥관 1,3 E550 강의실_스마트),405-347(원흥관 1,3 E347 강의실_스마트)",3,3,0, 0.0,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,공과대학,공과대학 건설환경공학과,,영어강의,Applied Mechanics,
1099,2학년,전공,기초,CIV2009-01,물과환경,이상일,서울,"화5.0-6.0/13:00-14:30,목5.0-6.0/13:00-14:30","405-550(원흥관 1,3 E550 강의실_스마트),405-550(원흥관 1,3 E550 강의실_스마트)",3,3,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 건설환경공학과,,,Water and Environment,
1100,2학년,전공,기초,CIV2031-01,환경화학,강주현,서울,"월2.5-3.5/10:30-12:00,수2.5-3.5/10:30-12:00","405-546(원흥관 1,3 E546 건설환경 학과세미나실),405-546(원흥관 1,3 E546 건설환경 학과세미나실)",3,3,0, 0.0,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,공과대학,공과대학 건설환경공학과,,영어강의,Environmental Chemistry,
1101,1학년,전공,기초,CIV2032-01,건설환경공학개론,강주현,서울,월1.5-2.0/09:30-10:30,"405-550(원흥관 1,3 E550 강의실_스마트)",1,1,0, 0.0,더블클릭,더블클릭,이론,일반강의,,,,전필,,공과대학,공과대학 건설환경공학과,,팀티칭,Introduction to Civil & Environmental System Engineering,
1102,2학년,전공,기초,COS2008-01,커뮤니케이션사,이호규,서울,"월7.0-8.0/15:00-16:30,수7.0-8.0/15:00-16:30","201-408(사회과학/경영관 M408 강의실),201-408(사회과학/경영관 M408 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 사회.언론정보학부 미디어커뮤니케이션학전공,,,History of Communication,
1103,2학년,전공,기초,COS2012-01,신문보도편집론,박현갑,서울,금1.5-4.0/09:30-12:30,201-408(사회과학/경영관 M408 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 사회.언론정보학부 미디어커뮤니케이션학전공,,,Newspaper Reporting and Editing,
1104,2학년,전공,기초,COS2013-01,방송제작입문,김동욱,서울,월1.5-5.0/09:30-13:30,201-346(사회과학/경영관 M334 신방과 실습실),3,1,3,,,더블클릭,이론+실습,일반강의,,,,전공,,사회과학대학,사회과학대학 사회.언론정보학부 미디어커뮤니케이션학전공,,,Radio Programming & Production,
1105,2학년,전공,기초,COS2013-02,방송제작입문,김동욱,서울,화1.5-5.0/09:30-13:30,201-346(사회과학/경영관 M334 신방과 실습실),3,1,3,,,더블클릭,이론+실습,일반강의,,,,전공,,사회과학대학,사회과학대학 사회.언론정보학부 미디어커뮤니케이션학전공,,,Radio Programming & Production,
1106,1학년,전공,기초,COS2016-01,미디어커뮤니케이션학입문,정용국,서울,화7.0-9.5/15:00-18:00,201-408(사회과학/경영관 M408 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 사회.언론정보학부 미디어커뮤니케이션학전공,,,Introduction to Media & Communication,
1107,1학년,전공,기초,COS2016-02,미디어커뮤니케이션학입문,강재원,서울,금7.0-9.5/15:00-18:00,201-408(사회과학/경영관 M408 강의실),3,3,0,,,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 사회.언론정보학부 미디어커뮤니케이션학전공,,미디어커뮤니케이션학전공 신입생 전용,Introduction to Media & Communication,
